Example_ID,Language_ID,Example_type,Primary_text,Original_orthography,Gloss,Analyzed_text,Translation,Translation_other,Comments,Reference_ID,Reference_pages
2253,2563,,su=nana kuna i=kutsa-ki-u,,NOM=man firewood 1=split.wood-APPL-PNC,.,The man split firewood for me.,,,270,268
2259,2564,,Mereka men-awar-i saya bantuan.,,they TR-offer-APPL me help,.,They offered me help.,,,284,96
2261,449,,Hu fatinas-i hao kafe,,1SG.NOM cook-APPL 2SG.ABS coffee,.,I made some coffee for you.,,,280,249
2283,2566,,ma-nə ey-gi layrik pa-bi,,3SG-NOM 1SG-GEN book read-BEN,.,He read the book for me.,,,292,131
2287,2191,,Enam na von ki ma-[e iaa] [bona nahu a voon],,1PL.EXCL.ART TAM buy DAT DIR-[ART Mum] [OBJ.ART saucepan ART new],.,We bought Mum a new saucepan.,,,324,(ex.31)
2290,2568,,qaanna-mik sana-ap-paa,,boat-INS make-APPL-IND.3SG>3SG,.,He made a kayak for him.,,,325,
2291,2568,,niviarsiaq uqar-vig-aat,,girl.ABS.SG say-APPL-IND.3PL>3SG,.,The told (it to) the girl.,,,325,88
2298,79,,yima-r yimat-r kriy-t tat-hay-më-r-r,,person-3SG.M friend-3SG.M chicken-3SG.F hit-BEN-REM.PST-3SG.M-3SG.M,.,A man hit (=killed) a chicken for the benefit of a friend. (OR: A man killed a chicken for a friend.),,,328,231
2299,1133,,kom-in-có<s>pa<V́ʔV́>-to,,1PL.DAT-3.DAT-buy<2SS(1B)><Q>-PST,.,Did you buy it from him for us?,,,329,133 (ex.74)
2300,1556,,rim-eɬ-na-kwa-na=us nono’ n-os ma:kina=’nes majniwa=us,,trade-APPL-DR-BEN-DR=ART.M grandparent OBL-ART.N.PST machine=ART.F child_of=M.AB,.,My grandfather bought the [sewing] machine for his daughter. (lit. My grandfather brought his daughter's machine (for her).),,,330,398
2301,1556,,che pe~peń-kwa-n-kay kus alwaj-a=n,,and DR~greet-BEN-LN-INV ART.M.AB spouse-LV=2,.,And [you] greet your husband for me.,,,330,397
2304,632,,bala yugu baŋgul yaɽaŋgu balgalman bagun ᶁugumbilgu,,DET.NOM.I stick.NOM DET.ERG.I man.ERG hit.INS.PRS/PST DET.DAT.II woman.DAT,.,[The] man is hitting [the] woman with [the] stick.,,,332,95 (ex.253)
2307,2293,,No-helo’a-ako te ina-no.,,3.R-cook-APPL CORE mother-3.POSS,.,They cooked for their mother.,,,335,225
2310,889,,nā-k-una’-na,,1.OBJ-APPL-bring-DIST,.,he brought something to me,,,337,
2311,1166,,Minca-nun Yongho-eykey swuceyhay cwu-ess-eyo.,,Minca-TC Yongho-to(DAT) do.homework do.for-PST-POL,.,Minca did homework for Yongho.,,,339,244
2315,1103,,píli ke jón-à maría-s-à ǂxaní-s-à kè màa-pa.,,Bill DECL John-OBL Mary-PGN-OBL letter-PGN-OBL TNS give-APPL,.,Bill gave Mary the letter for John.,,,338,79
2322,597,,ŋaḍa nawu wakaṛa-yi ŋaliṇi puka paḍaka-yirpa-ṇa,,then 3SG.NF.S come-PRS 1DU.EXCL.DAT food.ABS carry-BEN-REL.SS,.,Then he comes carrying food for us two.,,,353,78
2333,2447,,|xùM |à’ā mí kē ḿ |à’ā mí Mhè |ūiā.,,help BEN 1SG TR food BEN 1SG children only,.,Help me with food only for my children.,,,333,(ex.46c)
2340,105,,lә-lɨj̆-u sәt’t’ә-hu-llә-t,,for-boy-DEF.M give.PRF-1SG-for-3.M.OBJ,.,I gave it (to someone) for the (benefit of) the child.,,,359,(ex.3b)
2342,1755,,ni-gii-giishpina-d-am-aw-aa,,1.SBJ-PST-buy-STF-ADVC-AN.ABS-3.AN.PRM.OBJ,.,I bouhgt him a book.,,,165,412 (ex.27)
2344,815,,ni q’wə́l-əɬc-t-əs ɬə sɬéniʔ ʔə kwθə səplíl,,AUX bake-ADV.B-TR-3.ERG DET woman OBL DET bread,.,He baked the bread for the woman.,,,366,90 (ex.2)
2345,2552,,Ngi-theng-el-e ubaba iphepha.,,1SG:SC-buy-APPL-PST 1.father 5.paper,.,I bought father a newspaper. (OR: I bought a newspaper for father.),,,372,78 (ex.14b)
2347,1776,,taa goṛɔ bhang-i-ja-i-ch-i.,,his leg break-CVB-V2:go-CVB-AUX-3SG,.,He has broken his leg. (lit. His leg has broken.),,,368,279 (ex.2a)
2353,1071,,men ogun üy sal-ïp ber-di-m,,I him.DAT house build-CVB give-PST-1SG,.,I built him a house. (building gave),,,385,
2354,947,,watashi wa ane-no-tame ni baasudeekeeki o yaita,,I TOP older_sister-LK-sake DAT birthday:cake ACC bake:PST,.,I baked a birthday cake for my elder sister.,,,388,152 (ex.74)
2355,2115,,Badru a-li-mw-andik<i>a barua Ahmed,,Badru he-PST-to.him-write<DAT> letter Ahmed,.,Badru wrote a letter to Ahmed.,,,389,44 (ex.54b)
2361,1264,,badi-k bere-s ar k’ai dolokun d-u-xen-u,,old.man-ERG boy-DAT one good garment PV-II3.APPL-make-AOR.I3S,.,The old man made a nice garment for the boy.,,,393,2 (ex.6)
2362,431,,ən mia hiwə wa-ʂun-ai,,I you house make-APPL-PRS,.,I build you a house.,,,457,
2365,1763,,ʔi=nükx-i=xü=k ta=tu:tʔ-aʔ-i=k nü:nüʔi=yoʔwe,,A.3(ABS)=go-COMD=EV=AN C.3(ERG)=put-APPL1-INCD=AN tortilla A.3(POSS)=husband,.,She went to take the tortillas to her husband.,,,398,664 (ex.1c)
2368,1817,,ó ne xat likh dittaa.,,he ERG letter write give:PST.M.SG,.,He wrote the letter (for someone).,,,391,253
2369,2502,,Ó kó̩ ilé fún mi,,3SG.SBJ build house DON 1SG.OBJ,.,he built me a house.,,,850,153
2373,1253,,dákô òtèddì lócə̀ rìŋó,,woman 3s:cook.BEN.PFV man meat,.,The woman cooked the meat for the man.,,,403,120 (ex.1b)
2375,103,,Uqa meen eu hel-ad-i-ad-ei-a.,,3s stone that throw-3p:DO-DAT-3p:IO/3p:OO-3s:SBJ-TOD.PST,.,He threw stones at/for you/them.,,,405,6 (ex.6b)
2383,34,,Àxra yə-zə̀(+n)/yə-zə̀+ħ°a(+n) yə-q’a-s-c’è-yt’,,Axra him-for/him-for it-PREV-I-do-FIN,.,I did it for Axra.,,,406,113
2384,844,,Waraka yahomtono Kaywerye (y-aho-mto-no),,Waraka he:made:a:stool:for:him Kaywerye (3.SBJ.3.OBJ-stool-BEN-IMM.PST),.,Kaywerye made a stool for Waraka.,,,407,94 (ex.208b)
2437,19,,ɨwinš-mí-yaw=naš pa-šapá-wawyan-a,,man-GEN-ALL=1SG 3PL.NOM-CAUS-whip-PST,.,They had me whipped by the man.,,,86,339
2439,19,,ɨwínš-na patá-šapa-wawyan-a ína,,man-OBJ 3PL.NOM/SG.OBJ-CAUS-whip-PST 1SG.OBJ,.,They had the man whip me.,,,86,339
2444,22,,Pena-n-ra ranon jawen xontako bi-ma-ke.,,Pena-ERG-EV young_man:ABS POSS.3SG unmarried_girl:ABS get-CAUS-CMPL,.,Pena married her daughter to the young man. /  Pena married the young man to her daughter.,,,239,529
2450,23,,Alagumni bejetken-me unta-l-va-n olgi-vkon-e-n.,,teacher boy-ACC.DEF fur.boot-PL-ACC.DEF-3SG.POSS dry-CAUS-NFUT-3SG,.,The teacher made the boy dry his fur boots.,,,240,231
2465,2471,,Goyo-Ø im chu’u-ta nee me’e-tua-k.,,Goyo-NOM 1SG.POSS dog-ACC 1SG.ACC kill-CAUS-PST.PFV,.,Goyo made me kill my dog.,,,1,312 (ex.42b)
2470,2562,,niihuu=niʔ boom khaa ʔa-ka-hmuʔ-sak,,Ni.Hu=ERG basket DEIC 3SG.SBJ-1SG.OBJ-see-CAUS,.,Ni Hu showed me the basket.,,,161,94
2481,2563,,ɨmi ka=kidɨ mi=tɨka-kɨ-u,,3PL OBL=groundhog 1.EXCL=eat-APPL-PNC,.,They let us eat the groundhog.,,,270,268
2483,2323,,Č-av-ak’-be-ø s-tiʔ-ø čoy.,,ASP-ERG.2-let-BEN-ABS.3 ERG.3-eat-ABS.3 fish,.,You are letting them eat fish.,,,23,289 (ex.69)
2489,449,,Hu na’-kanno’ i ga’lagu ni katne,,1SG.NOM CAUS-eat the dog the.OBL meat,.,I let the dog eat the meat.,,,280,248
2493,1179,,ay ŋaa-ndi gi bita,,1SG.SBJ eat-CAUS 3PL.OBJ porridge,.,I fed her some porridge.,,,283,135 (ex.207b)
2501,2384,,cephi i oyaʔ keʔ-tis-taʔ,,3SG.NOM 1SG pot break-CAUS-PST,.,S/he made me break the pot.,,,287,128
2509,2566,,tombə-nə əy-bu maŋon-də sel pi-həlli,,Tomba-NOM 1SG-ACC 3SG-LOC money give-CAUS,.,Tomba made me give money to him.,,,292,113
2510,2566,,әy-nә Tombә-pu sәgol tóŋ-hәn-lәm-í,,1SG-AG Tomba-PAT horse ride-CAUS-EVD-NHYP,.,I made Tomba ride the horse.,,,294,111
2518,2568,,mattam-mik niri-qqu-aa,,mattak-INS eat-tell-IND.3,.,He asked him to eat the mattak.,,,325,84
2519,2568,,irnirmi-nut akiqqani tuqu-qqu-ai,,son.POSS-ALL enemy.PL(ABS) kill-tell-3>3,.,He wanted his son to kill his enemies.,,,325,84
2520,1052,,bI chusan su o:lav ranɨna:va:n.,,I am:1SG:3SG he.NOM potatoes:NOM cook:CAUS:PRS.PTCP,.,I am making him cook potatoes.,,,326,214
2521,1052,,təm’ d’a:vɨno:vus bɨ mohnas kita:b.,,he:ERG gave:CAUS:PST.1SG I.ABS Mohan:DAT book.ABS,.,He made me give a book to Mohan.,,,326,215
2522,1097,,oxsam-na pon-lt-ə-s-li,,scarf-LOC put-CAUS-EP-PST-SG.3SG,.,He put a scarf (on her).,,,327,30
2529,1556,,a’ko ona-ra-na-poj-kay n-as iwani:-wa n-as chon-si-neɬ,,that know-BE.N-DR-CAUS-INV OBL-ART.N speak-NMLZ OBL-ART.N right-BE.sound-APPL,.,That makes me know how to speak the native language.,,,330,395
2535,2293,,Ku-pa-’ita-’e te boku.,,1SG-CAUS-see-3.OBJ CORE book,.,I SHOWed him the book.,,,335,213
2539,1166,,nan-un ai-eykey/lul/*ka chayk-ul ilk-hi-ess-ta.,,I-TC child-to/ACC/*NOM book-ACC read-CAUS-PST-DC,.,I had the child read a book.,,,339,319
2540,1166,,Sensayngnim-i na-lul chayk-ul ilk-key hayssta.,,professor-NOM 1SG-ACC book-ACC read-COMP do.CAUS,.,The professor had me read the book.,,,342,191
2544,2012,,ki=par-yəŋ la=ciʔgu hεʔ bapaʔ,,3.A=CAUS-hear A=teacher AT:above father,.,The teacher informed the father (of it).,,,345,126 (ex.82)
2546,275,,Gurasoek indabak janarazi dizkiote mutilari.,,parents.ERG beans eat.CAUS AUX.3.ABS.PL/3.DAT/3.ERG.PL child.DAT,.,The parents made the child eat the beans.,,,352,"601
(ex.1357)"
2548,714,,Ang-a studen-rang-na Englis-ko pori-dil-ing-a.,,1SG-NOM student-PL-DAT English-ACC read-CAUS-PROG-NEUT,.,I am teaching English to the students.,,,350,186
2549,714,,Ang-a studen-rang-ko pori-dil-ing-a.,,1SG-NOM student-PL-ACC read-CAUS-PROG-NEUT,.,I am teaching the student.,,,350,187
2552,604,,"Ngindaniki-rni kulirndirnda, kulirndrnda-rni dirri-ngirru-wardi, darra-marri ngirrmi-marri wawala-rla-rni-rni.",,this(M)-FOC wasp.gall wasp.gall-FOC eat-1PL.EXCL-HAB eat-DIST make-DIST child-PL-ERG-FOC,.,"This is wasp gall, we eat wasp gall, and we used to make the young kids eat it too.",,,354,125
2561,2447,,Càālò má n!!ú n||ālē-ā dàbē kē ||áú–kx’àò.,,Calo TOP CAUS show-T children TR teacher,.,Calo causes the teacher to show the children (something).,,,333,ex.44f
2567,1657,,āmta=ri ci khursāni ni-k-e,,3SG.DAT=TOP salt chili grind-CAUS-PTCP,.,Making her grind salt and chilis...,,,40,56 (ex.32)
2569,105,,aster lәmma-n mәs’ɨhaf ɨnd-i-gәza a-dәrrәg-әčč-ɨw,,Aster Lemma-ACC book COMP-3.M-buy.IPFV CAUS-make.PRF-3.F-3.M.OBJ,.,Aster made Lemma buy a book.,,,359,(ex.22a)
2572,815,,ni cən qáʔqaʔ-stəxw kwθə sqwəméyʔ ʔə kwθə qá’ʔ,,AUX 1.SBJ drink-CAUS DET dog OBL DET water,.,I gave the dog water to drink.,,,366,160 (42b)
2573,2552,,Wa-ngi-bon-isa mina inyoni.,,1.SC:PST-1SG:OC-see-CAUS 1SG bird,.,He showed me the bird.,,,367,(21b)
2575,1776,,Dhoba-ku m~u jama søpha kør-e-ich-i.,,washerman-DAT I clothes clean do-CAUS-CVB-AUX-1SG,.,I had my clothes washed by the washerman.,,,368,121 (ex.4)
2578,483,,maL-tï̃M cúM hõM siíM,,CAUS.FUT-be_able.DI.3 3 child.3 book,.,"S/he will teach her/his child books (i.e., how to read).",,,5379340125,293
2581,1071,,Men oğan kitap kör-set-ti-m,,I he.DAT book see-CAUS-PST-1SG,.,I showed him a book.,,,385,
2582,947,,hanako ga taroo *o/ni hon o yom-ase-ru,,Hanako NOM Taroo ACC/DAT book ACC read-CAUS-NPST,.,Hanako forces Taro to read the book. / Hanako allows Taro to read the book.,,,388,149 (ex.67b)
2583,2115,,mwalimu hu-wa-som<esh>a wanafunzi kurani,,teacher HAB-them-study<CAUS> students Koran,.,The teacher teaches the students the Koran.,,,389,156 (ex.80b)
2584,2110,,Isà a ɲ̀jé vàànyi kan mìì í pá ŋ́-kán mu á ma ø jwoolo.,,Isa PRF these cloths.DEF give I SBJV come IP-give you to you.NDECL SBJV sew,.,Isa gave this cloth (to me) to come give to you to sew.,,,390,435 (ex.29b)
2586,2110,,Kà ciɲ-jyèebíí sì m̀pi kan ú à bya.,,and women-old.DEF NARR hare give he.COMP PRF drink,.,Then the old women gave Hare (water) to drink.,,,390,435 (ex.31)
2589,1264,,bozo-k ar ust’a-s ar sanduğ d-o-čk’ad-ap-u-don,,girl-ERG one master-DAT one chest PV-TR-nail-CAUS-AOR.I3S-EVD,.,The girl made the master make (/nail) a chest.,,,399,
2590,431,,ainbu-n takada ʂəki(-wən) pimaai,,woman-A chicken.P corn(-INS) eat.CAUS,.,the woman fed the chicken (with the corn),,,457,
2593,1763,,tax=ta:k-ʔe:p-am jumü min=ma:jʔ-aʔn,,C.1(LOCAL)=CAUS-see-IRRI where A.2(ABS)=sleep-IRRD,.,I will show you where are you going to sleep.,,,398,790 (ex.158b)
2596,1817,,mãi alii tõ suniiti nüü kataab divaaii.,,I Ali INS.PP Suniti DAT.PP book give:CAUS.PST.F.SG,.,I caused Ali to give the book to Suniti.,,,391,239
2597,2502,,ó mú mi gbá ìyàrá náà,,he CAUS me sweep room DEF,.,He made me sweep the room.,,,402,
2601,1253,,dákô òdìò àtîn òjɔ̀bɔ̀ kál,,woman 3s:press.PFV child 3s:scoop.PFV millet,.,"The woman forced the child to scoop up millet. (The woman pressed the child, she scooped up millet.)",,,403,208 (ex.1)
2603,103,,Ija od-ude-ce-min na qete-i-a.,,1s do-3s-DS-1s tree cut-3s-TOD.PST,.,I made him cut down the tree.,,,85,222 (ex.351)
2606,2359,,is-æt-æns-en-om,,3SG-DUR-learn-CAUS-1SG,.,I’ll teach him.,,,404,(ex.47a)
2611,34,,də-l-sə-r-bá-Ø-jt’,,him/her-to.her-I-CAUS-see-AOR-DYN:FIN,.,I showed him/her to her.,,,408,"52
(30b)"
2612,844,,biryekomo yotahahono wosi tinyo wya,,boy she:caused:to:hit:him woman her:husband by,.,The woman caused her husband to hit the boy.,,,407,39 (ex.86d)
2614,1263,,vovo la o-a-lai-ge vo’vou na a-na sa roge o-ne-Ø,,girl(F) SG.F.ART 3SG.F.OBJ-1SG.SBJ-tell-ANT boy(M) SG.M.ART 3SG.M.OBJ-in banana(N) one.SG.N 3SG.SBJ-give-SG.N,.,"I made the girl give the boy a banana. [lit. Upon me telling the girl, she gave a banana to the boy.]",,,409,362 (ex. 659)
2615,1,,EekI tumiini pe-puuzeiyastIa-ri.,,you money 2SG.SBJ-show-PASS,.,You were shown the money.,,,232,109
2617,651,,My sister was given an umbrella.,,my sister was given an umbrella,.,My sister was given an umbrella.,,,,...
2618,11,,...weil Andrea einen Regenschirm geschenkt bekommen hat.,,because Andrea.NOM an.ACC umbrella.ACC given gotten has,.,...because Andrea was given an umbrella.,,,,...
2619,7,,Kunga honte-l-du bo-v-re-n.,,child foreigner-PL-DAT give-ADVP-AOR-SG,.,The child was given to the foreigners (against his will).,,,,
2628,1387,,wǒ bèi tāmen wèn-le xǔduō wènti,,I BEI they ask-PFV many question,.,I was asked many questions by them (as a harassment).,,,261,504
2633,4,,*ʈiiccaraal pustakam kuʈʈi koʈukkappeʈʈu,,*teacher:INS book child give:PASS,.,The child was given the book by the teacher.,,,259,269 (ex.1354c)
2639,1387,,wǒ bèi tāmen wèn-le xǔduō wènti,,I BEI they ask-PFV many question,.,I was asked many questions by them (as a harassment).,,,261,504 (ex. 45)
2650,13,,kuphe nu-phi-ka pi-na,,fish 1SG-sell-TAM(RECP.P.VIS) 2SG-OBJ,.,I have sold fish to you.,,,236,259
2654,14,,I fitites (ta) dhidhaxtikan ta mathimatika.,,the students.NOM.PL (them) teach.3PL.PST.PASS the maths.ACC.PL,.,The students were taught the maths.,,,233,(ex.22)
2657,16,,chǎ̀̀n thùuk phûuchaay khon n’ŋ hây ŋən,,1SG PASS man CLF one give money,.,I was given money by a man.,,,,(5)
2662,17,,Ekwita=kwana=tu iyakwa kewja-ta-ya biaje=ishu.,,person=PL=3SG now tell-PASS-IPFV travel=PURP,.,Now the people will be told concerning their trip.,,,201,21(ex.20b)
2663,18,,Umúgore y-a-haa-w-e igitabo n’ ûmugabo,,woman she-PST-give-PASS-ASP book by man,.,The woman was given the book by the man.,,,138,127
2667,19,,miyúux ní-yi i-wač-á áswan,,chief give-PTCP 3.NOM-be-PST boy,.,The chief was given the boy.,,,86,338
2674,2559,,dathin-a ngilirr-a marndi-i-ja kamurr-uru balarr-ina dangka-na,,that-NOM cave-NOM divest-M-ACT stone-PROP white-ABL man-ABL,.,That cave was robbed of its stones by the white man.,,,211,348
2679,25,,Mija na ca mi’ tococwa con hwam.,,much 3s:RPP INFL:NRPP give PASS:3pM PREP:3sM fish,.,It is much that they were given fish.,,,230,314 (ex.585b)
2686,1903,,Marya-ka Juzi Juan-ta riku-chi-shka-mi ka-rka,,María-TOP José Juan-ACC see-cause-PST.PTCP-VAL be-3.PST,.,María was caused by José to see Juan.,,,241,137 (ex.552)
2693,2471,,Karmen-Ø toto’i-ta miika-wa-k.,,Carmen-NOM hen-ACC give-PASS-PST.PFV,.,Carmen was given the hen.,,,1,292
2694,2471,,*Karmen-Ø u-ka toto’i-ta nenka-wa-k.,,Carmen-NOM the-ACC hen-ACC sell-PASS-PST.PFV,.,Carmen was sold the hen.,,,1,292
2696,16,,lûuknɔ́ɔŋ thúk khon doon kháw cɛ̀ɛk ŋaan.,,subordinate every CLF undergo he distribute work,.,Every subordinate was assigned work by him.,,,202,218
2697,2116,,sínínì sí-ník-w-è bànánà ngù Jȏhn,,friend SBJ-give-PASS-TNS banana by John,.,The friend was given a banana by John.,,,33,313
2705,2020,,Tóm quih hp-yo-p-éhe.,,money the 1SG.SBJ.INTR-DIST-PASS-give.gift,.,I was given the money.,,,246,(ex.50)
2709,2563,,ka=miidɨ nɨ na-kuhani-kɨ,,OBL=meat 1SG MM-cook-APPL,.,I am being cooked the meat.,,,270,285
2713,2323,,Č-i-ʔak’-b-at hun ¢eb.,,ASP-ABS.1-give-BEN-PASS a girl,.,I am being given a girl.,,,23,283 (ex.43)
2714,2564,,*Wanita itu di-kirim sebuah surat (kepada) oleh Ali.,,woman the PASS-send a letter (to) by Ali,.,The woman was sent a letter by Ali.,,,278,238 (ex.59a)
2715,2564,,Wanita itu di-kirim-i sebuah surat oleh laki2 itu.,,woman the PASS-send-BEN a letter by man the,.,The woman was sent a letter by the man.,,,278,237 (ex.55a)
2718,449,,Ni-na’i as Joaquin un katta,,PASS-give OBL Jack a letter,.,She was given a letter by Jack.,,,279,26 (ex.16)
2720,2239,,liorade-ba in-khwien-wia-che-ban.,,lady-INS 1SG+AN.SG-dog-give-PASS-PST,.,I was given a dog by the lady.,,,282,308 (ex.32)
2724,1371,,Pawlu n-għata l-ittra,,Paul PASS-give.PST.3SG.M the-letter,.,Paul was given the letter.,,,268,118 (ex.36)
2728,2298,,Nü nateewinngkün-na.,,1SG tell.PASS-APPL,.,I was told something.,,,286,105
2733,2565,,Maimuna muga mɔntur-na ma.,,Maimuna steal watch-DEF at,.,Maimuna was stolen a watch.,,,322,203
2737,2566,,maŋon-də əy-nə sel khərə pi,,3SG-LOC 1SG-NOM money some give.PST,.,He was given some money by me.,,,292,64
2746,2568,,nassin-niqar-puq,,send-PASS-IND.3SG,.,he was sent,,,325,91
2748,1052,,tsɨ yikh me hava:lɨ karnɨ. tem’sɨndi dəs’.,,you.NOM come.FUT:2SG.PASS me.DAT handover do:INF:ABL he:GEN by,.,You will be handed over to me by him.,,,326,208
2749,1052,,*mohnɨ aav aslamni zəriyi kəmi:z dinɨ,,Mohan.NOM come.M.SG Aslam.GEN.ABL by shirt give.INF.ABL,.,Mohan was given a shirt by Aslam.,,ungrammatical example,326,209
2752,1097,,p:etra:j-na xo:p-na mo:jlə-s-a,,Peter-LOC boat-LOC give-PST-PASS.3SG,.,He was given a boat by Peter.,,,327,31(ex.75a)
2764,2293,,No-to-hu’u-mo na mo’ane mandawulu te kamba.,,3.R-PASS-make-PFV NOM man beautiful CORE flower,.,The beautiful man was given a flower.,,,335,278
2766,889,,In’gui kartutšu a’we-kuma-na gui nän-na.,,one shell give-IMPERS-DIST also be-DIST,.,A shotgun shell had been given to him.,,,337,148 (ex.300)
2768,1166,,*John-i yenphil-ul cwu-e-ci-ess-ta.,,John-NOM pencil-ACC give-INF-become-PST-DC,.,John was given a pencil.,,,342,59
2771,1103,,sií-kxm` ke ǂxaní-k-à kè màa-hè.,,we-PGN DECL paper-PL-OBL TNS give-PASS,.,We were given papers.,,,338,81
2776,714,,Bilasini-cha Raben Mandi kuʔsik-ko sining-na manʔ-e chaʔ-noa.,,Bilasini-INS Raben Mandi language-ACC teach-INF get-SUB eat-FUT,.,Rabin is being taught the Mandi language by Bilasini.,,,350,341
2789,2447,,dàbà má kē |à’ā tí kē tūú.,,child TOP PST give PASS TR book,.,The child was given a book.,,,333,(ex.13a)
2792,673,,*Àsíbá nyì àsɔ́n ná.,,Asiba is crab given,.,Asiba is given crab.,,,189,75 (ex.11b)
2798,1755,,mazinahigan ni-gii-mii-n-igoo(-n),,book 1.SBJ-PST-lend-AN.ABS-PASS(-INAN.NR),.,I was given a book.,,,165,411 (ex.24a)
2800,815,,ʔi ʔámʔ-əs-t-əm tθə John ʔə-λ’ Mary ʔə kwθə šckí.ks,,AUX give-ADV.A-TR-INTR DET John OBL-DET Mary OBL DET vanilla_extract,.,John is being given vanilla extract by Mary.,,,366,233 (ex.101)
2801,2552,,Umfana u-nik-wa incwadi (yi-mi).,,1.boy 1.SC-give-PASS 9.book (by-me),.,The boy is given a book (by me).,,,372,83 (ex.25b)
2802,2552,,Ubaba u-bhal-el-wa incwadi (yi-mi).,,1.father 1.SC-write-APPL-PASS 9.letter (by-me),.,Father is being written a letter for (by me).,,,372,83 (ex.26b)
2803,1776,,sɔbu gɔribɔ lokɔ-nku pɔisa di-a-ja-i-ch-i.,,all poor person-OBL:DAT money give-PASS-go-CVB-AUX-3SG,.,All poor people have been given money.,,,368,290 (ex.115)
2806,483,,Tsa3-cuén1 Po1 lo1 hí3.,,PASS:FUT-give:PASS Paul mule that:AN,.,Paul will be given that mule.,,,369,221 (ex.18b)
2809,1071,,maGan kitap ber-il-di,,me.DAT book give-PASS-PST.3SG,.,I (to me) was given a book.,,,385,
2810,947,,Taroo-ga nimotu-o okur-are-ta.,,Taro-NOM package-ACC send-PASS-PST,.,Taro was sent a package.,,,297,19 (ex.39)
2811,2115,,Fatuma a-li-p<ew>a zawadi na Halima,,Fatuma she-PST-give<PASS> gift by Halima,.,Fatuma was given a gift by Halima.,,,389,131 (ex.33c)
2814,2110,,Mìi à kan bikí ná.,,I PRF give pen at,.,I have been given a pen.,,,390,406 (ex.9)
2821,1763,,yampaʔ min=yak-mo:yʔ-e,,this.much A.2(ABS)=PASS-give-INCD,.,You are given this much.,,,398,677 (ex.18b)
2823,1763,,tan=yak-tzak-aʔx-e-j si:ta,,A.1(ABS)=PASS-send-APPL1-INCD-INVD.INTR appointment,.,I have been sent an appointment.,,,398,689 (ex.34b)
2824,1817,,*raam sangiitaa-tõ[/-kolõ] kataab dittii gaaii,,Ram Sangita-INS[/-NEAR.INS] book give.PST.PTCP.F.SG go.PST.F.SG,.,Ram was given the book by Sangita.,,ungrammatical example,391,236 (ex.709c)
2825,2502,,*mo (ti) fún (ní ìwé),,1SG (PRF) give (SEC book),.,I was given a book.,,,850,159
2829,1253,,yín dákô òmìyí dyɛ̀l,,you woman 3s:give.PFV.2s goat,.,You were given a goat by the woman.,,,403,151 (ex.5)
2830,1253,,án rwòt òmìyò dyàŋ bòtə́,,I king 3s:give.PFV cow to:1s,.,I was given the cow by the king.,,,403,150 (ex.2)
2844,921,,Un posto è stato offerto a Clelia (da Luca).,,a job has been offered to Clelia (by Luca),.,Clelia was offered a job (by Luca).,,,,...
2845,651,,An umbrella was given my sister.,,an umbrella was given my sister,.,An umbrella was given my sister.,,,,...
2847,7,,Turki bo-p-te-n.,,sleigh give-MED-AOR-3SG,.,The sleigh was given away.,,,,
2856,1387,,tāmen wèn-le wŏ xŭduō wènti,,they ask-PFV I many questions,.,They asked me many questions.,,(CORRESPONDING ACTIVE!),261,504
2861,4,,ʈiiccaraal kuʈʈikǝ pustakam koʈukkappeʈʈu,,teacher:INS child:DAT book:NOM give:PASS:PST,.,The book was given to the child by the teacher.,,,259,269 (ex.1354b)
2878,13,,kuphe ka-phi-kana-nihka di-a pi-na,,fish REL-sell-PASS-TAM(ANT+RECP.P.VIS) 3SG.NF-go 2SG-OBJ,.,Fish has been sold to you (or by you).,,,236,259
2880,14,,Ta hrímata *?(tis) stálthikan tis Marías apó ton Pétro.,,the.NOM money.NOM her.GEN was.sent the.GEN Maria.GEN by the.ACC Petros.ACC,.,The money was sent to Mary by Peter.,,,233,(ex.20)
2882,14,,*Ta mathimatiká tus dhidháxtikan (tus fitités).,,the maths.ACC.N.PL CLF.ACC.M.PL teach.3PL.PST.PASS (the students.ACC.M.PL),.,The maths were taught to them (to the students).,,,233,(ex.24-25)
2885,16,,nǎ̀̀ŋs˘i thùuk hây kὲ̀̀ε khăw,,book PASS give to 3SG,.,The book was given to him by me.,,,,(4)
2890,17,,Kweja-ta-ya=tu iyakwa barepatya=kwita noticia=kwana.,,tell-PASS-IMP=3SG now noon=RESTR news=PL,.,"Now, right at noon, news will be given. [elicited]",,,201,20 (ex.20a)
2891,18,,Igitabo cy-a-haa-w-e umugóre n’ ûmugabo,,book it-PST-give-PASS-ASP woman by man,.,The book was given to the woman by the man.,,,138,127
2892,2560,,Egy auto meg vol-t vé-ve,,a car PFX be-PST.3SG buy-SCVB,.,A car was bought.,,,272,238
2893,19,,áswan ní-yi i-wač-á miyuux-mí-yaw,,boy give-PTCP 3.NOM-be-PST chief-GEN-ALL,.,The boy was given to the chief.,,,86,338
2896,20,,c̣eril-i mic̣erili-a ʒmis-tvis,,letter-NOM write.PASS.PRS-3SG brother-for,.,The letter is written to [my] brother.,,,500,110
2897,20,,surat-i iq-o načvenebi vanos-tvis,,picture-NOM be.AOR-3SG shown Vano-for,.,The picture was shown to Vano.,,,500,111
