Example_ID,Language_ID,Example_type,Primary_text,Original_orthography,Gloss,Analyzed_text,Translation,Translation_other,Comments,Reference_ID,Reference_pages
2569,105,,aster lәmma-n mәs’ɨhaf ɨnd-i-gәza a-dәrrәg-әčč-ɨw,,Aster Lemma-ACC book COMP-3.M-buy.IPFV CAUS-make.PRF-3.F-3.M.OBJ,aster lәmma-n mәs’ɨhaf ɨnd-i-gәza a-dәrrәg-әčč-ɨw,Aster made Lemma buy a book.,,,359,(ex.22a)
2572,815,,ni cən qáʔqaʔ-stəxw kwθə sqwəméyʔ ʔə kwθə qá’ʔ,,AUX 1.SBJ drink-CAUS DET dog OBL DET water,ni cən qáʔqaʔ-stəxw kwθə sqwəméyʔ ʔə kwθə qá’ʔ,I gave the dog water to drink.,,,366,160 (42b)
2573,2552,,Wa-ngi-bon-isa mina inyoni.,,1.SC:PST-1SG:OC-see-CAUS 1SG bird,Wa-ngi-bon-isa mina inyoni.,He showed me the bird.,,,367,(21b)
2575,1776,,Dhoba-ku m~u jama søpha kør-e-ich-i.,,washerman-DAT I clothes clean do-CAUS-CVB-AUX-1SG,Dhoba-ku m~u jama søpha kør-e-ich-i.,I had my clothes washed by the washerman.,,,368,121 (ex.4)
2578,483,,maL-tï̃M cúM hõM siíM,,CAUS.FUT-be_able.DI.3 3 child.3 book,maL-tï̃M cúM hõM siíM,"S/he will teach her/his child books (i.e., how to read).",,,5379340125,293
2581,1071,,Men oğan kitap kör-set-ti-m,,I he.DAT book see-CAUS-PST-1SG,Men oğan kitap kör-set-ti-m,I showed him a book.,,,385,
2582,947,,hanako ga taroo *o/ni hon o yom-ase-ru,,Hanako NOM Taroo ACC/DAT book ACC read-CAUS-NPST,hanako ga taroo *o/ni hon o yom-ase-ru,Hanako forces Taro to read the book. / Hanako allows Taro to read the book.,,,388,149 (ex.67b)
2583,2115,,mwalimu hu-wa-som<esh>a wanafunzi kurani,,teacher HAB-them-study<CAUS> students Koran,mwalimu hu-wa-som<esh>a wanafunzi kurani,The teacher teaches the students the Koran.,,,389,156 (ex.80b)
2584,2110,,Isà a ɲ̀jé vàànyi kan mìì í pá ŋ́-kán mu á ma ø jwoolo.,,Isa PRF these cloths.DEF give I SBJV come IP-give you to you.NDECL SBJV sew,Isà a ɲ̀jé vàànyi kan mìì í pá ŋ́-kán mu á ma ø jwoolo.,Isa gave this cloth (to me) to come give to you to sew.,,,390,435 (ex.29b)
2586,2110,,Kà ciɲ-jyèebíí sì m̀pi kan ú à bya.,,and women-old.DEF NARR hare give he.COMP PRF drink,Kà ciɲ-jyèebíí sì m̀pi kan ú à bya.,Then the old women gave Hare (water) to drink.,,,390,435 (ex.31)
2589,1264,,bozo-k ar ust’a-s ar sanduğ d-o-čk’ad-ap-u-don,,girl-ERG one master-DAT one chest PV-TR-nail-CAUS-AOR.I3S-EVD,bozo-k ar ust’a-s ar sanduğ d-o-čk’ad-ap-u-don,The girl made the master make (/nail) a chest.,,,399,
2590,431,,ainbu-n takada ʂəki(-wən) pimaai,,woman-A chicken.P corn(-INS) eat.CAUS,ainbu-n takada ʂəki(-wən) pimaai,the woman fed the chicken (with the corn),,,457,
2593,1763,,tax=ta:k-ʔe:p-am jumü min=ma:jʔ-aʔn,,C.1(LOCAL)=CAUS-see-IRRI where A.2(ABS)=sleep-IRRD,tax=ta:k-ʔe:p-am jumü min=ma:jʔ-aʔn,I will show you where are you going to sleep.,,,398,790 (ex.158b)
2596,1817,,mãi alii tõ suniiti nüü kataab divaaii.,,I Ali INS.PP Suniti DAT.PP book give:CAUS.PST.F.SG,mãi alii tõ suniiti nüü kataab divaaii.,I caused Ali to give the book to Suniti.,,,391,239
2597,2502,,ó mú mi gbá ìyàrá náà,,he CAUS me sweep room DEF,ó mú mi gbá ìyàrá náà,He made me sweep the room.,,,402,
2601,1253,,dákô òdìò àtîn òjɔ̀bɔ̀ kál,,woman 3s:press.PFV child 3s:scoop.PFV millet,dákô òdìò àtîn òjɔ̀bɔ̀ kál,"The woman forced the child to scoop up millet. (The woman pressed the child, she scooped up millet.)",,,403,208 (ex.1)
2603,103,,Ija od-ude-ce-min na qete-i-a.,,1s do-3s-DS-1s tree cut-3s-TOD.PST,Ija od-ude-ce-min na qete-i-a.,I made him cut down the tree.,,,85,222 (ex.351)
2606,2359,,is-æt-æns-en-om,,3SG-DUR-learn-CAUS-1SG,is-æt-æns-en-om,I’ll teach him.,,,404,(ex.47a)
2611,34,,də-l-sə-r-bá-Ø-jt’,,him/her-to.her-I-CAUS-see-AOR-DYN:FIN,də-l-sə-r-bá-Ø-jt’,I showed him/her to her.,,,408,"52
(30b)"
2612,844,,biryekomo yotahahono wosi tinyo wya,,boy she:caused:to:hit:him woman her:husband by,biryekomo yotahahono wosi tinyo wya,The woman caused her husband to hit the boy.,,,407,39 (ex.86d)
2614,1263,,vovo la o-a-lai-ge vo’vou na a-na sa roge o-ne-Ø,,girl(F) SG.F.ART 3SG.F.OBJ-1SG.SBJ-tell-ANT boy(M) SG.M.ART 3SG.M.OBJ-in banana(N) one.SG.N 3SG.SBJ-give-SG.N,vovo la o-a-lai-ge vo’vou na a-na sa roge o-ne-Ø,"I made the girl give the boy a banana. [lit. Upon me telling the girl, she gave a banana to the boy.]",,,409,362 (ex. 659)
2615,1,,EekI tumiini pe-puuzeiyastIa-ri.,,you money 2SG.SBJ-show-PASS,EekI tumiini pe-puuzeiyastIa-ri.,You were shown the money.,,,232,109
2617,651,,My sister was given an umbrella.,,my sister was given an umbrella,My sister was given an umbrella.,My sister was given an umbrella.,,,,...
2618,11,,...weil Andrea einen Regenschirm geschenkt bekommen hat.,,because Andrea.NOM an.ACC umbrella.ACC given gotten has,...weil Andrea einen Regenschirm geschenkt bekommen hat.,...because Andrea was given an umbrella.,,,,...
2619,7,,Kunga honte-l-du bo-v-re-n.,,child foreigner-PL-DAT give-ADVP-AOR-SG,Kunga honte-l-du bo-v-re-n.,The child was given to the foreigners (against his will).,,,,
2628,1387,,wǒ bèi tāmen wèn-le xǔduō wènti,,I BEI they ask-PFV many question,wǒ bèi tāmen wèn-le xǔduō wènti,I was asked many questions by them (as a harassment).,,,261,504
2633,4,,*ʈiiccaraal pustakam kuʈʈi koʈukkappeʈʈu,,*teacher:INS book child give:PASS,*ʈiiccaraal pustakam kuʈʈi koʈukkappeʈʈu,The child was given the book by the teacher.,,,259,269 (ex.1354c)
2639,1387,,wǒ bèi tāmen wèn-le xǔduō wènti,,I BEI they ask-PFV many question,wǒ bèi tāmen wèn-le xǔduō wènti,I was asked many questions by them (as a harassment).,,,261,504 (ex. 45)
2650,13,,kuphe nu-phi-ka pi-na,,fish 1SG-sell-TAM(RECP.P.VIS) 2SG-OBJ,kuphe nu-phi-ka pi-na,I have sold fish to you.,,,236,259
2654,14,,I fitites (ta) dhidhaxtikan ta mathimatika.,,the students.NOM.PL (them) teach.3PL.PST.PASS the maths.ACC.PL,I fitites (ta) dhidhaxtikan ta mathimatika.,The students were taught the maths.,,,233,(ex.22)
2657,16,,chǎ̀̀n thùuk phûuchaay khon n’ŋ hây ŋən,,1SG PASS man CLF one give money,chǎ̀̀n thùuk phûuchaay khon n’ŋ hây ŋən,I was given money by a man.,,,,(5)
2662,17,,Ekwita=kwana=tu iyakwa kewja-ta-ya biaje=ishu.,,person=PL=3SG now tell-PASS-IPFV travel=PURP,Ekwita=kwana=tu iyakwa kewja-ta-ya biaje=ishu.,Now the people will be told concerning their trip.,,,201,21(ex.20b)
2663,18,,Umúgore y-a-haa-w-e igitabo n’ ûmugabo,,woman she-PST-give-PASS-ASP book by man,Umúgore y-a-haa-w-e igitabo n’ ûmugabo,The woman was given the book by the man.,,,138,127
2667,19,,miyúux ní-yi i-wač-á áswan,,chief give-PTCP 3.NOM-be-PST boy,miyúux ní-yi i-wač-á áswan,The chief was given the boy.,,,86,338
2674,2559,,dathin-a ngilirr-a marndi-i-ja kamurr-uru balarr-ina dangka-na,,that-NOM cave-NOM divest-M-ACT stone-PROP white-ABL man-ABL,dathin-a ngilirr-a marndi-i-ja kamurr-uru balarr-ina dangka-na,That cave was robbed of its stones by the white man.,,,211,348
2679,25,,Mija na ca mi’ tococwa con hwam.,,much 3s:RPP INFL:NRPP give PASS:3pM PREP:3sM fish,Mija na ca mi’ tococwa con hwam.,It is much that they were given fish.,,,230,314 (ex.585b)
2686,1903,,Marya-ka Juzi Juan-ta riku-chi-shka-mi ka-rka,,María-TOP José Juan-ACC see-cause-PST.PTCP-VAL be-3.PST,Marya-ka Juzi Juan-ta riku-chi-shka-mi ka-rka,María was caused by José to see Juan.,,,241,137 (ex.552)
2693,2471,,Karmen-Ø toto’i-ta miika-wa-k.,,Carmen-NOM hen-ACC give-PASS-PST.PFV,Karmen-Ø toto’i-ta miika-wa-k.,Carmen was given the hen.,,,1,292
2694,2471,,*Karmen-Ø u-ka toto’i-ta nenka-wa-k.,,Carmen-NOM the-ACC hen-ACC sell-PASS-PST.PFV,*Karmen-Ø u-ka toto’i-ta nenka-wa-k.,Carmen was sold the hen.,,,1,292
2696,16,,lûuknɔ́ɔŋ thúk khon doon kháw cɛ̀ɛk ŋaan.,,subordinate every CLF undergo he distribute work,lûuknɔ́ɔŋ thúk khon doon kháw cɛ̀ɛk ŋaan.,Every subordinate was assigned work by him.,,,202,218
2697,2116,,sínínì sí-ník-w-è bànánà ngù Jȏhn,,friend SBJ-give-PASS-TNS banana by John,sínínì sí-ník-w-è bànánà ngù Jȏhn,The friend was given a banana by John.,,,33,313
2705,2020,,Tóm quih hp-yo-p-éhe.,,money the 1SG.SBJ.INTR-DIST-PASS-give.gift,Tóm quih hp-yo-p-éhe.,I was given the money.,,,246,(ex.50)
2709,2563,,ka=miidɨ nɨ na-kuhani-kɨ,,OBL=meat 1SG MM-cook-APPL,ka=miidɨ nɨ na-kuhani-kɨ,I am being cooked the meat.,,,270,285
2713,2323,,Č-i-ʔak’-b-at hun ¢eb.,,ASP-ABS.1-give-BEN-PASS a girl,Č-i-ʔak’-b-at hun ¢eb.,I am being given a girl.,,,23,283 (ex.43)
2714,2564,,*Wanita itu di-kirim sebuah surat (kepada) oleh Ali.,,woman the PASS-send a letter (to) by Ali,*Wanita itu di-kirim sebuah surat (kepada) oleh Ali.,The woman was sent a letter by Ali.,,,278,238 (ex.59a)
2715,2564,,Wanita itu di-kirim-i sebuah surat oleh laki2 itu.,,woman the PASS-send-BEN a letter by man the,Wanita itu di-kirim-i sebuah surat oleh laki2 itu.,The woman was sent a letter by the man.,,,278,237 (ex.55a)
2718,449,,Ni-na’i as Joaquin un katta,,PASS-give OBL Jack a letter,Ni-na’i as Joaquin un katta,She was given a letter by Jack.,,,279,26 (ex.16)
2720,2239,,liorade-ba in-khwien-wia-che-ban.,,lady-INS 1SG+AN.SG-dog-give-PASS-PST,liorade-ba in-khwien-wia-che-ban.,I was given a dog by the lady.,,,282,308 (ex.32)
2724,1371,,Pawlu n-għata l-ittra,,Paul PASS-give.PST.3SG.M the-letter,Pawlu n-għata l-ittra,Paul was given the letter.,,,268,118 (ex.36)
2728,2298,,Nü nateewinngkün-na.,,1SG tell.PASS-APPL,Nü nateewinngkün-na.,I was told something.,,,286,105
2733,2565,,Maimuna muga mɔntur-na ma.,,Maimuna steal watch-DEF at,Maimuna muga mɔntur-na ma.,Maimuna was stolen a watch.,,,322,203
2737,2566,,maŋon-də əy-nə sel khərə pi,,3SG-LOC 1SG-NOM money some give.PST,maŋon-də əy-nə sel khərə pi,He was given some money by me.,,,292,64
2746,2568,,nassin-niqar-puq,,send-PASS-IND.3SG,nassin-niqar-puq,he was sent,,,325,91
2748,1052,,tsɨ yikh me hava:lɨ karnɨ. tem’sɨndi dəs’.,,you.NOM come.FUT:2SG.PASS me.DAT handover do:INF:ABL he:GEN by,tsɨ yikh me hava:lɨ karnɨ. tem’sɨndi dəs’.,You will be handed over to me by him.,,,326,208
2749,1052,,*mohnɨ aav aslamni zəriyi kəmi:z dinɨ,,Mohan.NOM come.M.SG Aslam.GEN.ABL by shirt give.INF.ABL,*mohnɨ aav aslamni zəriyi kəmi:z dinɨ,Mohan was given a shirt by Aslam.,,ungrammatical example,326,209
2752,1097,,p:etra:j-na xo:p-na mo:jlə-s-a,,Peter-LOC boat-LOC give-PST-PASS.3SG,p:etra:j-na xo:p-na mo:jlə-s-a,He was given a boat by Peter.,,,327,31(ex.75a)
2764,2293,,No-to-hu’u-mo na mo’ane mandawulu te kamba.,,3.R-PASS-make-PFV NOM man beautiful CORE flower,No-to-hu’u-mo na mo’ane mandawulu te kamba.,The beautiful man was given a flower.,,,335,278
2766,889,,In’gui kartutšu a’we-kuma-na gui nän-na.,,one shell give-IMPERS-DIST also be-DIST,In’gui kartutšu a’we-kuma-na gui nän-na.,A shotgun shell had been given to him.,,,337,148 (ex.300)
2768,1166,,*John-i yenphil-ul cwu-e-ci-ess-ta.,,John-NOM pencil-ACC give-INF-become-PST-DC,*John-i yenphil-ul cwu-e-ci-ess-ta.,John was given a pencil.,,,342,59
2771,1103,,sií-kxm` ke ǂxaní-k-à kè màa-hè.,,we-PGN DECL paper-PL-OBL TNS give-PASS,sií-kxm` ke ǂxaní-k-à kè màa-hè.,We were given papers.,,,338,81
2776,714,,Bilasini-cha Raben Mandi kuʔsik-ko sining-na manʔ-e chaʔ-noa.,,Bilasini-INS Raben Mandi language-ACC teach-INF get-SUB eat-FUT,Bilasini-cha Raben Mandi kuʔsik-ko sining-na manʔ-e chaʔ-noa.,Rabin is being taught the Mandi language by Bilasini.,,,350,341
2789,2447,,dàbà má kē |à’ā tí kē tūú.,,child TOP PST give PASS TR book,dàbà má kē |à’ā tí kē tūú.,The child was given a book.,,,333,(ex.13a)
2792,673,,*Àsíbá nyì àsɔ́n ná.,,Asiba is crab given,*Àsíbá nyì àsɔ́n ná.,Asiba is given crab.,,,189,75 (ex.11b)
2798,1755,,mazinahigan ni-gii-mii-n-igoo(-n),,book 1.SBJ-PST-lend-AN.ABS-PASS(-INAN.NR),mazinahigan ni-gii-mii-n-igoo(-n),I was given a book.,,,165,411 (ex.24a)
2800,815,,ʔi ʔámʔ-əs-t-əm tθə John ʔə-λ’ Mary ʔə kwθə šckí.ks,,AUX give-ADV.A-TR-INTR DET John OBL-DET Mary OBL DET vanilla_extract,ʔi ʔámʔ-əs-t-əm tθə John ʔə-λ’ Mary ʔə kwθə šckí.ks,John is being given vanilla extract by Mary.,,,366,233 (ex.101)
2801,2552,,Umfana u-nik-wa incwadi (yi-mi).,,1.boy 1.SC-give-PASS 9.book (by-me),Umfana u-nik-wa incwadi (yi-mi).,The boy is given a book (by me).,,,372,83 (ex.25b)
2802,2552,,Ubaba u-bhal-el-wa incwadi (yi-mi).,,1.father 1.SC-write-APPL-PASS 9.letter (by-me),Ubaba u-bhal-el-wa incwadi (yi-mi).,Father is being written a letter for (by me).,,,372,83 (ex.26b)
2803,1776,,sɔbu gɔribɔ lokɔ-nku pɔisa di-a-ja-i-ch-i.,,all poor person-OBL:DAT money give-PASS-go-CVB-AUX-3SG,sɔbu gɔribɔ lokɔ-nku pɔisa di-a-ja-i-ch-i.,All poor people have been given money.,,,368,290 (ex.115)
2806,483,,Tsa3-cuén1 Po1 lo1 hí3.,,PASS:FUT-give:PASS Paul mule that:AN,Tsa3-cuén1 Po1 lo1 hí3.,Paul will be given that mule.,,,369,221 (ex.18b)
2809,1071,,maGan kitap ber-il-di,,me.DAT book give-PASS-PST.3SG,maGan kitap ber-il-di,I (to me) was given a book.,,,385,
2810,947,,Taroo-ga nimotu-o okur-are-ta.,,Taro-NOM package-ACC send-PASS-PST,Taroo-ga nimotu-o okur-are-ta.,Taro was sent a package.,,,297,19 (ex.39)
2811,2115,,Fatuma a-li-p<ew>a zawadi na Halima,,Fatuma she-PST-give<PASS> gift by Halima,Fatuma a-li-p<ew>a zawadi na Halima,Fatuma was given a gift by Halima.,,,389,131 (ex.33c)
2814,2110,,Mìi à kan bikí ná.,,I PRF give pen at,Mìi à kan bikí ná.,I have been given a pen.,,,390,406 (ex.9)
2821,1763,,yampaʔ min=yak-mo:yʔ-e,,this.much A.2(ABS)=PASS-give-INCD,yampaʔ min=yak-mo:yʔ-e,You are given this much.,,,398,677 (ex.18b)
2823,1763,,tan=yak-tzak-aʔx-e-j si:ta,,A.1(ABS)=PASS-send-APPL1-INCD-INVD.INTR appointment,tan=yak-tzak-aʔx-e-j si:ta,I have been sent an appointment.,,,398,689 (ex.34b)
2824,1817,,*raam sangiitaa-tõ[/-kolõ] kataab dittii gaaii,,Ram Sangita-INS[/-NEAR.INS] book give.PST.PTCP.F.SG go.PST.F.SG,*raam sangiitaa-tõ[/-kolõ] kataab dittii gaaii,Ram was given the book by Sangita.,,ungrammatical example,391,236 (ex.709c)
2825,2502,,*mo (ti) fún (ní ìwé),,1SG (PRF) give (SEC book),*mo (ti) fún (ní ìwé),I was given a book.,,,850,159
2829,1253,,yín dákô òmìyí dyɛ̀l,,you woman 3s:give.PFV.2s goat,yín dákô òmìyí dyɛ̀l,You were given a goat by the woman.,,,403,151 (ex.5)
2830,1253,,án rwòt òmìyò dyàŋ bòtə́,,I king 3s:give.PFV cow to:1s,án rwòt òmìyò dyàŋ bòtə́,I was given the cow by the king.,,,403,150 (ex.2)
2844,921,,Un posto è stato offerto a Clelia (da Luca).,,a job has been offered to Clelia (by Luca),Un posto è stato offerto a Clelia (da Luca).,Clelia was offered a job (by Luca).,,,,...
2845,651,,An umbrella was given my sister.,,an umbrella was given my sister,An umbrella was given my sister.,An umbrella was given my sister.,,,,...
2847,7,,Turki bo-p-te-n.,,sleigh give-MED-AOR-3SG,Turki bo-p-te-n.,The sleigh was given away.,,,,
2856,1387,,tāmen wèn-le wŏ xŭduō wènti,,they ask-PFV I many questions,tāmen wèn-le wŏ xŭduō wènti,They asked me many questions.,,This is the corresponding non-passive construction.,261,504
2861,4,,ʈiiccaraal kuʈʈikǝ pustakam koʈukkappeʈʈu,,teacher:INS child:DAT book:NOM give:PASS:PST,ʈiiccaraal kuʈʈikǝ pustakam koʈukkappeʈʈu,The book was given to the child by the teacher.,,,259,269 (ex.1354b)
2878,13,,kuphe ka-phi-kana-nihka di-a pi-na,,fish REL-sell-PASS-TAM(ANT+RECP.P.VIS) 3SG.NF-go 2SG-OBJ,kuphe ka-phi-kana-nihka di-a pi-na,Fish has been sold to you (or by you).,,,236,259
2880,14,,Ta hrímata *?(tis) stálthikan tis Marías apó ton Pétro.,,the.NOM money.NOM her.GEN was.sent the.GEN Maria.GEN by the.ACC Petros.ACC,Ta hrímata *?(tis) stálthikan tis Marías apó ton Pétro.,The money was sent to Mary by Peter.,,,233,(ex.20)
2882,14,,*Ta mathimatiká tus dhidháxtikan (tus fitités).,,the maths.ACC.N.PL CLF.ACC.M.PL teach.3PL.PST.PASS (the students.ACC.M.PL),*Ta mathimatiká tus dhidháxtikan (tus fitités).,The maths were taught to them (to the students).,,,233,(ex.24-25)
2885,16,,nǎ̀̀ŋs˘i thùuk hây kὲ̀̀ε khăw,,book PASS give to 3SG,nǎ̀̀ŋs˘i thùuk hây kὲ̀̀ε khăw,The book was given to him by me.,,,,(4)
2890,17,,Kweja-ta-ya=tu iyakwa barepatya=kwita noticia=kwana.,,tell-PASS-IMP=3SG now noon=RESTR news=PL,Kweja-ta-ya=tu iyakwa barepatya=kwita noticia=kwana.,"Now, right at noon, news will be given. [elicited]",,,201,20 (ex.20a)
2891,18,,Igitabo cy-a-haa-w-e umugóre n’ ûmugabo,,book it-PST-give-PASS-ASP woman by man,Igitabo cy-a-haa-w-e umugóre n’ ûmugabo,The book was given to the woman by the man.,,,138,127
2892,2560,,Egy auto meg vol-t vé-ve,,a car PFX be-PST.3SG buy-SCVB,Egy auto meg vol-t vé-ve,A car was bought.,,,272,238
2893,19,,áswan ní-yi i-wač-á miyuux-mí-yaw,,boy give-PTCP 3.NOM-be-PST chief-GEN-ALL,áswan ní-yi i-wač-á miyuux-mí-yaw,The boy was given to the chief.,,,86,338
2896,20,,c̣eril-i mic̣erili-a ʒmis-tvis,,letter-NOM write.PASS.PRS-3SG brother-for,c̣eril-i mic̣erili-a ʒmis-tvis,The letter is written to [my] brother.,,,500,110
2897,20,,surat-i iq-o načvenebi vanos-tvis,,picture-NOM be.AOR-3SG shown Vano-for,surat-i iq-o načvenebi vanos-tvis,The picture was shown to Vano.,,,500,111
2906,23,,Er pektyre:vun-me bejetken-du e-d’enge bu:-v-re.,,this gun-ACC.DEF boy-DAT NEG.AUX-PTCP give-PASS-PTCP,Er pektyre:vun-me bejetken-du e-d’enge bu:-v-re.,It is impossible (not good) to give this gun to the boy.,,,240,224
2907,25,,Querec tata ‘oro wari’.,,see PASS:3p COLL person,Querec tata ‘oro wari’.,The people were seen.,,,230,314 (ex.585e)
2910,23,,Nungan universitet-tula ungi-p-che-n alaguvu-l-da:-vi.,,she university-ALL send-PASS-PST-3SG study-INCH-CVB-REFL.POSS,Nungan universitet-tula ungi-p-che-n alaguvu-l-da:-vi.,She was sent to the university to study.,,,240,218
2912,1903,,alku-ka Marya riku-shka-mi ka-rka,,dog-TOP María see-PST.PTCP-VAL be-3.PST,alku-ka Marya riku-shka-mi ka-rka,The dog was seen by María.,,,241,133 (ex.539)
2914,1903,,ñuka-ka Utavalu-pi-mi kawsa-na-ta mun-ni,,I-topic Otavalo-in-VAL live-INF-ACC want-1,ñuka-ka Utavalu-pi-mi kawsa-na-ta mun-ni,I want to live in Otavalo.,,,241,42 (ex.137)
2915,24,,kumaar appaav-aalaṭikk-ap paṭṭ-aaṇ,,Kumar father.INS-beat-INF experience.PST-3SG.M,kumaar appaav-aalaṭikk-ap paṭṭ-aaṇ,Kumar was beaten by father.,,,242,218
2921,2471,,*U toto’i-Ø Karmen-ta miika-wa-k.,,the hen-NOM Carmen-ACC give-PASS-PST.PFV,*U toto’i-Ø Karmen-ta miika-wa-k.,The hen was given to Carmen.,,,1,292
2922,2471,,U toto’i-Ø Karmen-ta-u nenka-wa-k.,,the hen-NOM Carmen-ACC-DIR sell-PASS-PST.PFV,U toto’i-Ø Karmen-ta-u nenka-wa-k.,The hen was sold to Carmen.,,,1,292
2924,16,,*ŋaan doon kháw cɛ̀ɛk lûuknɔ́ɔŋ thúk khon.,,work undergo he distribute subordinate every CLF*,*ŋaan doon kháw cɛ̀ɛk lûuknɔ́ɔŋ thúk khon.,*That work was distributed to every subordinate.,,,202,218
2925,2116,,bànánà ú-ník-w-è sínínì ngù Jȏhn,,banana SBJ-give-PASS-TNS friend by John,bànánà ú-ník-w-è sínínì ngù Jȏhn,The banana was given to a friend by John.,,,33,313
2937,2563,,su=miidɨ nɨka na-kuhani-ki-winɨ,,NOM=meat 1.OBL MM-cook-APPL-CONT.SG,su=miidɨ nɨka na-kuhani-ki-winɨ,The meat is beeing cooked for me.,,,270,285
2942,2564,,Seseorang men-djual mobil kepada paman saja.,,someone TR-sell car to uncle my,Seseorang men-djual mobil kepada paman saja.,Someone sold a car to my uncle.,,,278,221 (ex.5a)
2943,2564,,*Surat itu di-kirim-i wanita itu.,,letter the PASS-send-BEN woman the,*Surat itu di-kirim-i wanita itu.,The letter was sent the woman.,,,278,239 (ex.63a)
2945,449,,Hafa l-in-i’e’ as Maria?,,what Ø-PASS-see OBL Mary,Hafa l-in-i’e’ as Maria?,What did  Mary see?,,,279,48 (ex.86b)
2947,2239,,seuanide-ba te-mu-che-ban.,,man-INS 1SG-see-PASS-PST,seuanide-ba te-mu-che-ban.,I was seen by the man.,,,282,305 (ex.14)
2952,1371,,L-ittra n-għata-t lil Pawlu,,the-letter PASS-give.PST-3SG.F to Paul,L-ittra n-għata-t lil Pawlu,The letter was given to Paul.,,,268,118 (ex.35)
2955,2298,,Nümmü sape namiangkütaippühantü,,1PL(EXCL) there send.PASS,Nümmü sape namiangkütaippühantü,We were sent there.,,,286,51
2956,2298,,Nü nateewinna.,,1SG tell.PASS,Nü nateewinna.,I was talked about.,,,286,105
2960,2565,,Mɔntur-na muga Maimuna ma.,,watch-DEF steal Maimuna at,Mɔntur-na muga Maimuna ma.,A watch was stolen from Maimuna.,,,322,202
2965,2566,,sel khərə maŋon-də əy-nə pi,,money some 3SG-LOC 1SG-NOM give.PST,sel khərə maŋon-də əy-nə pi,Some money was given to him by me.,,,292,64
2974,2568,,nassi-un-niqar-puq,,send-APPL-PASS-IND.3SG,nassi-un-niqar-puq,It was sent,,,325,91
2975,2568,,atu-qqu-sai,,use-tell-PASS.PL,atu-qqu-sai,(things) which he told to use,,,325,85
2976,1052,,kəmi:z a:yi aslam-ni zəriyi mohnas dinɨ.,,shirt.F.SG.NOM come.PST.F.SG.PASS Aslam-GEN.ABL by Mohan:DAT give.ABL,kəmi:z a:yi aslam-ni zəriyi mohnas dinɨ.,The shirt was given by Aslam to Mohan.,,,326,209
2977,1052,,kəmi:z a:yi aslam-ni zəriyi mohnas dinɨ,,shirt:NOM come:F.SG.PASS Aslam-GEN.ABL by Mohan:DAT give:ABL,kəmi:z a:yi aslam-ni zəriyi mohnas dinɨ,The shirt was given by Aslam to Mohan.,,,326,209
2992,2293,,No-to-hu’u-mo na kamba te mo’ane mandawulu.,,3.R-PASS-make-PFV NOM flower CORE man beautiful,No-to-hu’u-mo na kamba te mo’ane mandawulu.,The flower was given to the beautiful man.,,,335,278
2995,1166,,cha-nun Minca-ey uyhaye ku-eykey phal-li-ess-ta.,,car-TC Minca-by by him-to sell-PASS-PST-DC,cha-nun Minca-ey uyhaye ku-eykey phal-li-ess-ta.,The car was sold to him by Minca.,,,339,308
2996,1166,,*Yenphil-i John-ul cwu-e-ci-ess-ta.,,pencil-NOM John-ACC give-INF-become-PST-DC,*Yenphil-i John-ul cwu-e-ci-ess-ta.,The pencil was given John.,,,342,59
3002,275,,zu-ri askatasun handi-a eman Ø-Ø-za-izu,,2-DAT freedom big-SG.ABS give 3.ABS-PRS-INTR.AUX-2SG.DAT,zu-ri askatasun handi-a eman Ø-Ø-za-izu,You have been given much freedom.,,,349,219
3016,2447,,tūú má kē |à’ā tí kē dàbà.,,book TOP PST give PASS TR book,tūú má kē |à’ā tí kē dàbà.,The book was given to/by the child.,,,333,(ex.13b)
3020,673,,*Àsɔ́n nyì Àsíbá ná.,,crab is Asiba given,*Àsɔ́n nyì Àsíbá ná.,Crab is given Asiba.,,,189,75 (ex.11c)
3026,1755,,*Gii-adaawe-d-ige-de-w odaminowin,,PST-sell-STF-PASS-INAN.ABS-3.SBJ toy,*Gii-adaawe-d-ige-de-w odaminowin,The toy was sold.,,,165,408 (ex.17b)
3031,1776,,sɔbha-pɔti-nkɔ dwara jhiɔ-ṭi-ku goṭi-e pɔdɔkɔ di-a-gɔl-a.,,meeting-chief-OBL by girl-ART-DAT CLF-INDF medal give-PASS-go:PST-3SG,sɔbha-pɔti-nkɔ dwara jhiɔ-ṭi-ku goṭi-e pɔdɔkɔ di-a-gɔl-a.,The girl was given a medal by the president.,,,368,289 (ex.109)
3032,483,,Tsa3-cuén1 lo1 hí1 ñí1con2 Po1.,,PASS:FUT-give:PASS mule that:AN to Paul,Tsa3-cuén1 lo1 hí1 ñí1con2 Po1.,That mule will be given to Paul.,,,369,221 (ex.19)
3037,1071,,kitap oGan ber-il-di,,book he.DAT give-PASS-PST.3SG,kitap oGan ber-il-di,The book was given to him.,,,385,
3038,947,,Nimotu-ga Taroo-ni(.yotte) Hanako-ni okur-are-ta,,package-NOM Taro-by Hanako-to send-PASS-PST,Nimotu-ga Taroo-ni(.yotte) Hanako-ni okur-are-ta,The package was sent (to) Hanako by Taro.,,,297,19 (ex.48)
3039,2115,,Halima a-li-m-pa zawadi Fatuma,,Halima she-PST-her-give gift Fatuma,Halima a-li-m-pa zawadi Fatuma,Halima gave a gift to Fatuma.,,,389,130 (ex.33b)
